date,drug_name,units_sold
2025-06-29,Insulin glargine 100 units/mL pen,0
2025-06-29,Semaglutide 0.25/0.5 mg pen,0
2025-06-29,Naloxone 4 mg nasal spray,0
2025-06-30,Lisinopril 10 mg tablet,9
2025-06-30,Amlodipine 5 mg tablet,11
2025-06-30,Losartan 50 mg tablet,8
2025-06-30,Metformin 500 mg tablet,13
2025-06-30,Glipizide 5 mg tablet,4
2025-06-30,Atorvastatin 20 mg tablet,8
2025-06-30,Simvastatin 40 mg tablet,6
2025-06-30,Levothyroxine 50 mcg tablet,11
2025-06-30,Omeprazole 20 mg capsule,9
2025-06-30,Famotidine 20 mg tablet,3
2025-06-30,Albuterol HFA inhaler,9
2025-06-30,Fluticasone nasal spray,2
2025-06-30,Cetirizine 10 mg tablet,6
2025-06-30,Amoxicillin 500 mg capsule,8
2025-06-30,Amoxicillin-clavulanate 875/125 mg tablet,6
2025-06-30,Azithromycin 250 mg tablet,7
2025-06-30,Doxycycline 100 mg capsule,12
2025-06-30,Cephalexin 500 mg capsule,5
2025-06-30,Oseltamivir 75 mg capsule,0
2025-06-30,Nirmatrelvir/ritonavir 300/100 mg pack,1
2025-06-30,Prednisone 20 mg tablet,6
2025-06-30,Ibuprofen 200 mg tablet,11
2025-06-30,Acetaminophen 500 mg tablet,23
2025-06-30,Naproxen 500 mg tablet,3
2025-06-30,Gabapentin 300 mg capsule,5
2025-06-30,Sertraline 50 mg tablet,2
2025-06-30,Hydrochlorothiazide 25 mg tablet,9
2025-06-30,Insulin glargine 100 units/mL pen,4
2025-06-30,Semaglutide 0.25/0.5 mg pen,1
2025-06-30,Naloxone 4 mg nasal spray,0
2025-07-01,Lisinopril 10 mg tablet,9
2025-07-01,Amlodipine 5 mg tablet,4
2025-07-01,Losartan 50 mg tablet,7
2025-07-01,Metformin 500 mg tablet,8
2025-07-01,Glipizide 5 mg tablet,5
2025-07-01,Atorvastatin 20 mg tablet,8
2025-07-01,Simvastatin 40 mg tablet,4
2025-07-01,Levothyroxine 50 mcg tablet,5
2025-07-01,Omeprazole 20 mg capsule,5
2025-07-01,Famotidine 20 mg tablet,7
2025-07-01,Albuterol HFA inhaler,2
2025-07-01,Fluticasone nasal spray,4
2025-07-01,Cetirizine 10 mg tablet,4
2025-07-01,Amoxicillin 500 mg capsule,3
2025-07-01,Amoxicillin-clavulanate 875/125 mg tablet,5
2025-07-01,Azithromycin 250 mg tablet,5
2025-07-01,Doxycycline 100 mg capsule,4
2025-07-01,Cephalexin 500 mg capsule,3
2025-07-01,Oseltamivir 75 mg capsule,0
2025-07-01,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-01,Prednisone 20 mg tablet,3
2025-07-01,Ibuprofen 200 mg tablet,9
2025-07-01,Acetaminophen 500 mg tablet,7
2025-07-01,Naproxen 500 mg tablet,2
2025-07-01,Gabapentin 300 mg capsule,2
2025-07-01,Sertraline 50 mg tablet,7
2025-07-01,Hydrochlorothiazide 25 mg tablet,4
2025-07-01,Insulin glargine 100 units/mL pen,3
2025-07-01,Semaglutide 0.25/0.5 mg pen,0
2025-07-01,Naloxone 4 mg nasal spray,0
2025-07-02,Lisinopril 10 mg tablet,10
2025-07-02,Amlodipine 5 mg tablet,13
2025-07-02,Losartan 50 mg tablet,2
2025-07-02,Metformin 500 mg tablet,13
2025-07-02,Glipizide 5 mg tablet,3
2025-07-02,Atorvastatin 20 mg tablet,13
2025-07-02,Simvastatin 40 mg tablet,2
2025-07-02,Levothyroxine 50 mcg tablet,9
2025-07-02,Omeprazole 20 mg capsule,5
2025-07-02,Famotidine 20 mg tablet,1
2025-07-02,Albuterol HFA inhaler,5
2025-07-02,Fluticasone nasal spray,3
2025-07-02,Cetirizine 10 mg tablet,2
2025-07-02,Amoxicillin 500 mg capsule,8
2025-07-02,Amoxicillin-clavulanate 875/125 mg tablet,2
2025-07-02,Azithromycin 250 mg tablet,2
2025-07-02,Doxycycline 100 mg capsule,1
2025-07-02,Cephalexin 500 mg capsule,3
2025-07-02,Oseltamivir 75 mg capsule,1
2025-07-02,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-02,Prednisone 20 mg tablet,1
2025-07-02,Ibuprofen 200 mg tablet,11
2025-07-02,Acetaminophen 500 mg tablet,8
2025-07-02,Naproxen 500 mg tablet,5
2025-07-02,Gabapentin 300 mg capsule,6
2025-07-02,Sertraline 50 mg tablet,9
2025-07-02,Hydrochlorothiazide 25 mg tablet,6
2025-07-02,Insulin glargine 100 units/mL pen,2
2025-07-02,Semaglutide 0.25/0.5 mg pen,2
2025-07-02,Naloxone 4 mg nasal spray,0
2025-07-03,Lisinopril 10 mg tablet,10
2025-07-03,Amlodipine 5 mg tablet,6
2025-07-03,Losartan 50 mg tablet,5
2025-07-03,Metformin 500 mg tablet,11
2025-07-03,Glipizide 5 mg tablet,1
2025-07-03,Atorvastatin 20 mg tablet,11
2025-07-03,Simvastatin 40 mg tablet,4
2025-07-03,Levothyroxine 50 mcg tablet,6
2025-07-03,Omeprazole 20 mg capsule,6
2025-07-03,Famotidine 20 mg tablet,2
2025-07-03,Albuterol HFA inhaler,5
2025-07-03,Fluticasone nasal spray,4
2025-07-03,Cetirizine 10 mg tablet,6
2025-07-03,Amoxicillin 500 mg capsule,3
2025-07-03,Amoxicillin-clavulanate 875/125 mg tablet,6
2025-07-03,Azithromycin 250 mg tablet,3
2025-07-03,Doxycycline 100 mg capsule,2
2025-07-03,Cephalexin 500 mg capsule,1
2025-07-03,Oseltamivir 75 mg capsule,1
2025-07-03,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-03,Prednisone 20 mg tablet,0
2025-07-03,Ibuprofen 200 mg tablet,10
2025-07-03,Acetaminophen 500 mg tablet,9
2025-07-03,Naproxen 500 mg tablet,3
2025-07-03,Gabapentin 300 mg capsule,4
2025-07-03,Sertraline 50 mg tablet,7
2025-07-03,Hydrochlorothiazide 25 mg tablet,3
2025-07-03,Insulin glargine 100 units/mL pen,2
2025-07-03,Semaglutide 0.25/0.5 mg pen,1
2025-07-03,Naloxone 4 mg nasal spray,0
2025-07-04,Lisinopril 10 mg tablet,9
2025-07-04,Amlodipine 5 mg tablet,8
2025-07-04,Losartan 50 mg tablet,7
2025-07-04,Metformin 500 mg tablet,15
2025-07-04,Glipizide 5 mg tablet,1
2025-07-04,Atorvastatin 20 mg tablet,5
2025-07-04,Simvastatin 40 mg tablet,2
2025-07-04,Levothyroxine 50 mcg tablet,12
2025-07-04,Omeprazole 20 mg capsule,9
2025-07-04,Famotidine 20 mg tablet,6
2025-07-04,Albuterol HFA inhaler,5
2025-07-04,Fluticasone nasal spray,4
2025-07-04,Cetirizine 10 mg tablet,5
2025-07-04,Amoxicillin 500 mg capsule,6
2025-07-04,Amoxicillin-clavulanate 875/125 mg tablet,6
2025-07-04,Azithromycin 250 mg tablet,7
2025-07-04,Doxycycline 100 mg capsule,3
2025-07-04,Cephalexin 500 mg capsule,4
2025-07-04,Oseltamivir 75 mg capsule,2
2025-07-04,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-04,Prednisone 20 mg tablet,3
2025-07-04,Ibuprofen 200 mg tablet,9
2025-07-04,Acetaminophen 500 mg tablet,10
2025-07-04,Naproxen 500 mg tablet,3
2025-07-04,Gabapentin 300 mg capsule,1
2025-07-04,Sertraline 50 mg tablet,8
2025-07-04,Hydrochlorothiazide 25 mg tablet,5
2025-07-04,Insulin glargine 100 units/mL pen,2
2025-07-04,Semaglutide 0.25/0.5 mg pen,1
2025-07-04,Naloxone 4 mg nasal spray,1
2025-07-05,Lisinopril 10 mg tablet,0
2025-07-05,Amlodipine 5 mg tablet,0
2025-07-05,Losartan 50 mg tablet,0
2025-07-05,Metformin 500 mg tablet,0
2025-07-05,Glipizide 5 mg tablet,1
2025-07-05,Atorvastatin 20 mg tablet,0
2025-07-05,Simvastatin 40 mg tablet,1
2025-07-05,Levothyroxine 50 mcg tablet,1
2025-07-05,Omeprazole 20 mg capsule,0
2025-07-05,Famotidine 20 mg tablet,1
2025-07-05,Albuterol HFA inhaler,0
2025-07-05,Fluticasone nasal spray,0
2025-07-05,Cetirizine 10 mg tablet,0
2025-07-05,Amoxicillin 500 mg capsule,1
2025-07-05,Amoxicillin-clavulanate 875/125 mg tablet,1
2025-07-05,Azithromycin 250 mg tablet,1
2025-07-05,Doxycycline 100 mg capsule,0
2025-07-05,Cephalexin 500 mg capsule,0
2025-07-05,Oseltamivir 75 mg capsule,0
2025-07-05,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-05,Prednisone 20 mg tablet,0
2025-07-05,Ibuprofen 200 mg tablet,0
2025-07-05,Acetaminophen 500 mg tablet,2
2025-07-05,Naproxen 500 mg tablet,0
2025-07-05,Gabapentin 300 mg capsule,1
2025-07-05,Sertraline 50 mg tablet,1
2025-07-05,Hydrochlorothiazide 25 mg tablet,0
2025-07-05,Insulin glargine 100 units/mL pen,0
2025-07-05,Semaglutide 0.25/0.5 mg pen,0
2025-07-05,Naloxone 4 mg nasal spray,0
2025-07-06,Lisinopril 10 mg tablet,1
2025-07-06,Amlodipine 5 mg tablet,0
2025-07-06,Losartan 50 mg tablet,0
2025-07-06,Metformin 500 mg tablet,1
2025-07-06,Glipizide 5 mg tablet,0
2025-07-06,Atorvastatin 20 mg tablet,0
2025-07-06,Simvastatin 40 mg tablet,0
2025-07-06,Levothyroxine 50 mcg tablet,1
2025-07-06,Omeprazole 20 mg capsule,0
2025-07-06,Famotidine 20 mg tablet,0
2025-07-06,Albuterol HFA inhaler,0
2025-07-06,Fluticasone nasal spray,0
2025-07-06,Cetirizine 10 mg tablet,0
2025-07-06,Amoxicillin 500 mg capsule,1
2025-07-06,Amoxicillin-clavulanate 875/125 mg tablet,0
2025-07-06,Azithromycin 250 mg tablet,0
2025-07-06,Doxycycline 100 mg capsule,1
2025-07-06,Cephalexin 500 mg capsule,0
2025-07-06,Oseltamivir 75 mg capsule,0
2025-07-06,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-06,Prednisone 20 mg tablet,0
2025-07-06,Ibuprofen 200 mg tablet,1
2025-07-06,Acetaminophen 500 mg tablet,1
2025-07-06,Naproxen 500 mg tablet,0
2025-07-06,Gabapentin 300 mg capsule,0
2025-07-06,Sertraline 50 mg tablet,0
2025-07-06,Hydrochlorothiazide 25 mg tablet,0
2025-07-06,Insulin glargine 100 units/mL pen,0
2025-07-06,Semaglutide 0.25/0.5 mg pen,0
2025-07-06,Naloxone 4 mg nasal spray,0
2025-07-07,Lisinopril 10 mg tablet,8
2025-07-07,Amlodipine 5 mg tablet,8
2025-07-07,Losartan 50 mg tablet,4
2025-07-07,Metformin 500 mg tablet,10
2025-07-07,Glipizide 5 mg tablet,2
2025-07-07,Atorvastatin 20 mg tablet,5
2025-07-07,Simvastatin 40 mg tablet,6
2025-07-07,Levothyroxine 50 mcg tablet,3
2025-07-07,Omeprazole 20 mg capsule,8
2025-07-07,Famotidine 20 mg tablet,5
2025-07-07,Albuterol HFA inhaler,5
2025-07-07,Fluticasone nasal spray,1
2025-07-07,Cetirizine 10 mg tablet,3
2025-07-07,Amoxicillin 500 mg capsule,8
2025-07-07,Amoxicillin-clavulanate 875/125 mg tablet,3
2025-07-07,Azithromycin 250 mg tablet,3
2025-07-07,Doxycycline 100 mg capsule,6
2025-07-07,Cephalexin 500 mg capsule,1
2025-07-07,Oseltamivir 75 mg capsule,3
2025-07-07,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-07,Prednisone 20 mg tablet,3
2025-07-07,Ibuprofen 200 mg tablet,14
2025-07-07,Acetaminophen 500 mg tablet,11
2025-07-07,Naproxen 500 mg tablet,4
2025-07-07,Gabapentin 300 mg capsule,7
2025-07-07,Sertraline 50 mg tablet,7
2025-07-07,Hydrochlorothiazide 25 mg tablet,11
2025-07-07,Insulin glargine 100 units/mL pen,1
2025-07-07,Semaglutide 0.25/0.5 mg pen,0
2025-07-07,Naloxone 4 mg nasal spray,0
2025-07-08,Lisinopril 10 mg tablet,9
2025-07-08,Amlodipine 5 mg tablet,2
2025-07-08,Losartan 50 mg tablet,6
2025-07-08,Metformin 500 mg tablet,9
2025-07-08,Glipizide 5 mg tablet,5
2025-07-08,Atorvastatin 20 mg tablet,15
2025-07-08,Simvastatin 40 mg tablet,3
2025-07-08,Levothyroxine 50 mcg tablet,2
2025-07-08,Omeprazole 20 mg capsule,4
2025-07-08,Famotidine 20 mg tablet,4
2025-07-08,Albuterol HFA inhaler,1
2025-07-08,Fluticasone nasal spray,7
2025-07-08,Cetirizine 10 mg tablet,8
2025-07-08,Amoxicillin 500 mg capsule,3
2025-07-08,Amoxicillin-clavulanate 875/125 mg tablet,2
2025-07-08,Azithromycin 250 mg tablet,2
2025-07-08,Doxycycline 100 mg capsule,3
2025-07-08,Cephalexin 500 mg capsule,3
2025-07-08,Oseltamivir 75 mg capsule,2
2025-07-08,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-08,Prednisone 20 mg tablet,0
2025-07-08,Ibuprofen 200 mg tablet,2
2025-07-08,Acetaminophen 500 mg tablet,8
2025-07-08,Naproxen 500 mg tablet,2
2025-07-08,Gabapentin 300 mg capsule,7
2025-07-08,Sertraline 50 mg tablet,9
2025-07-08,Hydrochlorothiazide 25 mg tablet,4
2025-07-08,Insulin glargine 100 units/mL pen,1
2025-07-08,Semaglutide 0.25/0.5 mg pen,2
2025-07-08,Naloxone 4 mg nasal spray,0
2025-07-09,Lisinopril 10 mg tablet,11
2025-07-09,Amlodipine 5 mg tablet,9
2025-07-09,Losartan 50 mg tablet,6
2025-07-09,Metformin 500 mg tablet,12
2025-07-09,Glipizide 5 mg tablet,6
2025-07-09,Atorvastatin 20 mg tablet,3
2025-07-09,Simvastatin 40 mg tablet,7
2025-07-09,Levothyroxine 50 mcg tablet,11
2025-07-09,Omeprazole 20 mg capsule,8
2025-07-09,Famotidine 20 mg tablet,5
2025-07-09,Albuterol HFA inhaler,3
2025-07-09,Fluticasone nasal spray,4
2025-07-09,Cetirizine 10 mg tablet,2
2025-07-09,Amoxicillin 500 mg capsule,8
2025-07-09,Amoxicillin-clavulanate 875/125 mg tablet,5
2025-07-09,Azithromycin 250 mg tablet,6
2025-07-09,Doxycycline 100 mg capsule,5
2025-07-09,Cephalexin 500 mg capsule,4
2025-07-09,Oseltamivir 75 mg capsule,3
2025-07-09,Nirmatrelvir/ritonavir 300/100 mg pack,1
2025-07-09,Prednisone 20 mg tablet,6
2025-07-09,Ibuprofen 200 mg tablet,7
2025-07-09,Acetaminophen 500 mg tablet,15
2025-07-09,Naproxen 500 mg tablet,1
2025-07-09,Gabapentin 300 mg capsule,4
2025-07-09,Sertraline 50 mg tablet,2
2025-07-09,Hydrochlorothiazide 25 mg tablet,8
2025-07-09,Insulin glargine 100 units/mL pen,6
2025-07-09,Semaglutide 0.25/0.5 mg pen,1
2025-07-09,Naloxone 4 mg nasal spray,2
2025-07-10,Lisinopril 10 mg tablet,8
2025-07-10,Amlodipine 5 mg tablet,8
2025-07-10,Losartan 50 mg tablet,5
2025-07-10,Metformin 500 mg tablet,8
2025-07-10,Glipizide 5 mg tablet,1
2025-07-10,Atorvastatin 20 mg tablet,7
2025-07-10,Simvastatin 40 mg tablet,3
2025-07-10,Levothyroxine 50 mcg tablet,8
2025-07-10,Omeprazole 20 mg capsule,5
2025-07-10,Famotidine 20 mg tablet,2
2025-07-10,Albuterol HFA inhaler,5
2025-07-10,Fluticasone nasal spray,5
2025-07-10,Cetirizine 10 mg tablet,5
2025-07-10,Amoxicillin 500 mg capsule,5
2025-07-10,Amoxicillin-clavulanate 875/125 mg tablet,4
2025-07-10,Azithromycin 250 mg tablet,0
2025-07-10,Doxycycline 100 mg capsule,4
2025-07-10,Cephalexin 500 mg capsule,9
2025-07-10,Oseltamivir 75 mg capsule,0
2025-07-10,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-10,Prednisone 20 mg tablet,4
2025-07-10,Ibuprofen 200 mg tablet,9
2025-07-10,Acetaminophen 500 mg tablet,10
2025-07-10,Naproxen 500 mg tablet,4
2025-07-10,Gabapentin 300 mg capsule,3
2025-07-10,Sertraline 50 mg tablet,6
2025-07-10,Hydrochlorothiazide 25 mg tablet,6
2025-07-10,Insulin glargine 100 units/mL pen,1
2025-07-10,Semaglutide 0.25/0.5 mg pen,0
2025-07-10,Naloxone 4 mg nasal spray,0
2025-07-11,Lisinopril 10 mg tablet,11
2025-07-11,Amlodipine 5 mg tablet,8
2025-07-11,Losartan 50 mg tablet,7
2025-07-11,Metformin 500 mg tablet,10
2025-07-11,Glipizide 5 mg tablet,2
2025-07-11,Atorvastatin 20 mg tablet,9
2025-07-11,Simvastatin 40 mg tablet,5
2025-07-11,Levothyroxine 50 mcg tablet,10
2025-07-11,Omeprazole 20 mg capsule,12
2025-07-11,Famotidine 20 mg tablet,9
2025-07-11,Albuterol HFA inhaler,3
2025-07-11,Fluticasone nasal spray,3
2025-07-11,Cetirizine 10 mg tablet,5
2025-07-11,Amoxicillin 500 mg capsule,3
2025-07-11,Amoxicillin-clavulanate 875/125 mg tablet,4
2025-07-11,Azithromycin 250 mg tablet,4
2025-07-11,Doxycycline 100 mg capsule,6
2025-07-11,Cephalexin 500 mg capsule,2
2025-07-11,Oseltamivir 75 mg capsule,0
2025-07-11,Nirmatrelvir/ritonavir 300/100 mg pack,1
2025-07-11,Prednisone 20 mg tablet,7
2025-07-11,Ibuprofen 200 mg tablet,8
2025-07-11,Acetaminophen 500 mg tablet,6
2025-07-11,Naproxen 500 mg tablet,4
2025-07-11,Gabapentin 300 mg capsule,2
2025-07-11,Sertraline 50 mg tablet,4
2025-07-11,Hydrochlorothiazide 25 mg tablet,1
2025-07-11,Insulin glargine 100 units/mL pen,3
2025-07-11,Semaglutide 0.25/0.5 mg pen,0
2025-07-11,Naloxone 4 mg nasal spray,2
2025-07-12,Lisinopril 10 mg tablet,0
2025-07-12,Amlodipine 5 mg tablet,0
2025-07-12,Losartan 50 mg tablet,0
2025-07-12,Metformin 500 mg tablet,1
2025-07-12,Glipizide 5 mg tablet,0
2025-07-12,Atorvastatin 20 mg tablet,1
2025-07-12,Simvastatin 40 mg tablet,0
2025-07-12,Levothyroxine 50 mcg tablet,0
2025-07-12,Omeprazole 20 mg capsule,0
2025-07-12,Famotidine 20 mg tablet,0
2025-07-12,Albuterol HFA inhaler,0
2025-07-12,Fluticasone nasal spray,1
2025-07-12,Cetirizine 10 mg tablet,2
2025-07-12,Amoxicillin 500 mg capsule,0
2025-07-12,Amoxicillin-clavulanate 875/125 mg tablet,0
2025-07-12,Azithromycin 250 mg tablet,0
2025-07-12,Doxycycline 100 mg capsule,0
2025-07-12,Cephalexin 500 mg capsule,0
2025-07-12,Oseltamivir 75 mg capsule,0
2025-07-12,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-12,Prednisone 20 mg tablet,0
2025-07-12,Ibuprofen 200 mg tablet,0
2025-07-12,Acetaminophen 500 mg tablet,0
2025-07-12,Naproxen 500 mg tablet,1
2025-07-12,Gabapentin 300 mg capsule,0
2025-07-12,Sertraline 50 mg tablet,0
2025-07-12,Hydrochlorothiazide 25 mg tablet,1
2025-07-12,Insulin glargine 100 units/mL pen,0
2025-07-12,Semaglutide 0.25/0.5 mg pen,0
2025-07-12,Naloxone 4 mg nasal spray,0
2025-07-13,Lisinopril 10 mg tablet,0
2025-07-13,Amlodipine 5 mg tablet,0
2025-07-13,Losartan 50 mg tablet,0
2025-07-13,Metformin 500 mg tablet,1
2025-07-13,Glipizide 5 mg tablet,0
2025-07-13,Atorvastatin 20 mg tablet,0
2025-07-13,Simvastatin 40 mg tablet,0
2025-07-13,Levothyroxine 50 mcg tablet,2
2025-07-13,Omeprazole 20 mg capsule,1
2025-07-13,Famotidine 20 mg tablet,0
2025-07-13,Albuterol HFA inhaler,0
2025-07-13,Fluticasone nasal spray,2
2025-07-13,Cetirizine 10 mg tablet,0
2025-07-13,Amoxicillin 500 mg capsule,0
2025-07-13,Amoxicillin-clavulanate 875/125 mg tablet,0
2025-07-13,Azithromycin 250 mg tablet,0
2025-07-13,Doxycycline 100 mg capsule,0
2025-07-13,Cephalexin 500 mg capsule,1
2025-07-13,Oseltamivir 75 mg capsule,0
2025-07-13,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-13,Prednisone 20 mg tablet,0
2025-07-13,Ibuprofen 200 mg tablet,0
2025-07-13,Acetaminophen 500 mg tablet,0
2025-07-13,Naproxen 500 mg tablet,0
2025-07-13,Gabapentin 300 mg capsule,0
2025-07-13,Sertraline 50 mg tablet,0
2025-07-13,Hydrochlorothiazide 25 mg tablet,0
2025-07-13,Insulin glargine 100 units/mL pen,0
2025-07-13,Semaglutide 0.25/0.5 mg pen,0
2025-07-13,Naloxone 4 mg nasal spray,0
2025-07-14,Lisinopril 10 mg tablet,11
2025-07-14,Amlodipine 5 mg tablet,9
2025-07-14,Losartan 50 mg tablet,7
2025-07-14,Metformin 500 mg tablet,11
2025-07-14,Glipizide 5 mg tablet,5
2025-07-14,Atorvastatin 20 mg tablet,11
2025-07-14,Simvastatin 40 mg tablet,1
2025-07-14,Levothyroxine 50 mcg tablet,5
2025-07-14,Omeprazole 20 mg capsule,9
2025-07-14,Famotidine 20 mg tablet,5
2025-07-14,Albuterol HFA inhaler,4
2025-07-14,Fluticasone nasal spray,4
2025-07-14,Cetirizine 10 mg tablet,5
2025-07-14,Amoxicillin 500 mg capsule,5
2025-07-14,Amoxicillin-clavulanate 875/125 mg tablet,4
2025-07-14,Azithromycin 250 mg tablet,3
2025-07-14,Doxycycline 100 mg capsule,4
2025-07-14,Cephalexin 500 mg capsule,2
2025-07-14,Oseltamivir 75 mg capsule,1
2025-07-14,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-14,Prednisone 20 mg tablet,6
2025-07-14,Ibuprofen 200 mg tablet,8
2025-07-14,Acetaminophen 500 mg tablet,8
2025-07-14,Naproxen 500 mg tablet,2
2025-07-14,Gabapentin 300 mg capsule,5
2025-07-14,Sertraline 50 mg tablet,4
2025-07-14,Hydrochlorothiazide 25 mg tablet,7
2025-07-14,Insulin glargine 100 units/mL pen,2
2025-07-14,Semaglutide 0.25/0.5 mg pen,0
2025-07-14,Naloxone 4 mg nasal spray,1
2025-07-15,Lisinopril 10 mg tablet,11
2025-07-15,Amlodipine 5 mg tablet,6
2025-07-15,Losartan 50 mg tablet,7
2025-07-15,Metformin 500 mg tablet,5
2025-07-15,Glipizide 5 mg tablet,1
2025-07-15,Atorvastatin 20 mg tablet,5
2025-07-15,Simvastatin 40 mg tablet,2
2025-07-15,Levothyroxine 50 mcg tablet,12
2025-07-15,Omeprazole 20 mg capsule,4
2025-07-15,Famotidine 20 mg tablet,9
2025-07-15,Albuterol HFA inhaler,4
2025-07-15,Fluticasone nasal spray,8
2025-07-15,Cetirizine 10 mg tablet,7
2025-07-15,Amoxicillin 500 mg capsule,4
2025-07-15,Amoxicillin-clavulanate 875/125 mg tablet,7
2025-07-15,Azithromycin 250 mg tablet,2
2025-07-15,Doxycycline 100 mg capsule,1
2025-07-15,Cephalexin 500 mg capsule,3
2025-07-15,Oseltamivir 75 mg capsule,0
2025-07-15,Nirmatrelvir/ritonavir 300/100 mg pack,1
2025-07-15,Prednisone 20 mg tablet,1
2025-07-15,Ibuprofen 200 mg tablet,8
2025-07-15,Acetaminophen 500 mg tablet,14
2025-07-15,Naproxen 500 mg tablet,4
2025-07-15,Gabapentin 300 mg capsule,5
2025-07-15,Sertraline 50 mg tablet,4
2025-07-15,Hydrochlorothiazide 25 mg tablet,6
2025-07-15,Insulin glargine 100 units/mL pen,1
2025-07-15,Semaglutide 0.25/0.5 mg pen,0
2025-07-15,Naloxone 4 mg nasal spray,0
2025-07-16,Lisinopril 10 mg tablet,5
2025-07-16,Amlodipine 5 mg tablet,2
2025-07-16,Losartan 50 mg tablet,8
2025-07-16,Metformin 500 mg tablet,13
2025-07-16,Glipizide 5 mg tablet,3
2025-07-16,Atorvastatin 20 mg tablet,6
2025-07-16,Simvastatin 40 mg tablet,4
2025-07-16,Levothyroxine 50 mcg tablet,3
2025-07-16,Omeprazole 20 mg capsule,12
2025-07-16,Famotidine 20 mg tablet,8
2025-07-16,Albuterol HFA inhaler,5
2025-07-16,Fluticasone nasal spray,2
2025-07-16,Cetirizine 10 mg tablet,7
2025-07-16,Amoxicillin 500 mg capsule,3
2025-07-16,Amoxicillin-clavulanate 875/125 mg tablet,4
2025-07-16,Azithromycin 250 mg tablet,3
2025-07-16,Doxycycline 100 mg capsule,1
2025-07-16,Cephalexin 500 mg capsule,4
2025-07-16,Oseltamivir 75 mg capsule,2
2025-07-16,Nirmatrelvir/ritonavir 300/100 mg pack,0
2025-07-16,Prednisone 20 mg tablet,5
2025-07-16,Ibuprofen 200 mg tablet,8
2025-07-16,Acetaminophen 500 mg tablet,8
2025-07-16,Naproxen 500 mg tablet,1
2025-07-16,Gabapentin 300 mg capsule,5
2025-07-16,Sertraline 50 mg tablet,5
2025-07-16,Hydrochlorothiazide 25 mg tablet,4
2025-07-16,Insulin glargine 100 units/mL pen,1
2025-07-16,Semaglutide 0.25/0.5 mg pen,0
2025-07-16,Naloxone 4 mg nasal spray,1
2025-07-17,Lisinopril 10 mg tablet,10
2025-07-17,Amlodipine 5 mg tablet,12
2025-07-17,Losartan 50 mg tablet,6
2025-07-17,Metformin 500 mg tablet,11
2025-07-17,Glipizide 5 mg tablet,5
2025-07-17,Atorvastatin 20 mg tablet,12
2025-07-17,Simvastatin 40 mg tablet,6
2025-07-17,Levothyroxine 50 mcg tablet,3
2025-07-17,Omeprazole 20 mg capsule,8
2025-07-17,Famotidine 20 mg tablet,5
2025-07-17,Albuterol HFA inhaler,3
2025-07-17,Fluticasone nasal spray,3
2025-07-17,Cetirizine 10 mg tablet,4
2025-07-17,Amoxicillin 500 mg capsule,10
2025-07-17,Amoxicillin-clavulanate 875/125 mg tablet,7
2025-07-17,Azithromycin 250 mg tablet,5
2025-07-17,Doxycycline 100 mg capsule,5
2025-07-17,Cephalexin 500 mg capsule,2
2025-07-17,Oseltamivir 75 mg capsule,0
2025-07-17,Nirmatrelvir/ritonavir 300/100 mg pack,1
2025-07-17,Prednisone 20 mg tablet,3
2025-07-17,Ibuprofen 200 mg tablet,13
2025-07-17,Acetaminophen 500 mg tablet,11
2025-07-17,Naproxen 500 mg tablet,3
2025-07-17,Gabapentin 300 mg capsule,3
2025-07-17,Sertraline 50 mg tablet,4
2025-07-17,Hydrochlorothiazide 25 mg tablet,7
2025-07-17,Insulin glargine 100 units/mL pen,2
2025-07-17,Semaglutide 0.25/0.5 mg pen,1
2025-07-17,Naloxone 4 mg nasal spray,0
2025-07-18,Lisinopril 10 mg tablet,7
2025-07-18,Amlodipine 5 mg tablet,13
2025-07-18,Losartan 50 mg tablet,4
2025-07-18,Metformin 500 mg tablet,11
2025-07-18,Glipizide 5 mg tablet,7
2025-07-18,Atorvastatin 20 mg tablet,6
2025-07-18,Simvastatin 40 mg tablet,3
2025-07-18,Levothyroxine 50 mcg tablet,12
2025-07-18,Omeprazole 20 mg capsule,8
2025-07-18,Famotidine 20 mg tablet,4
2025-07-18,Albuterol HFA inhaler,5
2025-07-18,Fluticasone nasal spray,3
2025-07-18,Cetirizine 10 mg tablet,4
2025-07-18,Amoxicillin 500 mg capsule,5
2025-07-18,Amoxicillin-clavulanate 875/125 mg tablet,6
2025-07-18,Azithromycin 250 mg tablet,3
2025-07-18,Doxycycline 100 mg capsule,1
2025-07-18,Cephalexin 500 mg capsule,4
2025-07-18,Oseltamivir 75 mg capsule,1
2025-07-18,Nirmatrelvir/ritonavir 300/100 mg pack,0
